id_cliente,id_campanha,abriu,clicou,data_interacao
938,2524,0,0,2024-11-18
5,743,1,1,2025-09-02
4086,1004,1,0,2025-09-18
1349,473,0,0,2025-08-15
2618,2595,1,0,2024-09-10
217,2558,1,0,2024-02-17
3499,672,0,0,2025-09-21
2912,2407,1,1,2024-02-25
3094,66,0,0,2025-02-24
4757,471,0,0,2025-02-18
3597,1221,1,0,2024-11-09
3571,1495,1,0,2025-03-17
4319,1434,1,0,2024-03-19
4880,2798,0,0,2025-10-03
2968,1855,1,1,2025-03-29
4385,1037,0,0,2024-04-06
4923,1599,1,0,2024-12-02
2623,742,1,1,2025-01-28
3960,1138,1,0,2024-10-03
1161,911,1,0,2024-08-24
3025,1571,0,0,2024-05-11
667,2246,0,0,2024-10-03
3843,1361,1,0,2025-11-17
4407,905,1,1,2024-08-14
332,2619,0,0,2024-06-18
2652,2414,1,1,2024-09-11
3590,943,1,0,2025-08-14
266,1322,0,0,2025-02-19
4683,918,1,0,2024-06-05
3349,515,0,0,2024-08-26
845,552,1,1,2025-07-06
3330,1378,1,0,2024-07-21
3019,2509,0,0,2024-03-15
4795,2747,1,0,2024-05-06
4127,762,0,0,2024-11-01
4870,1653,0,0,2025-11-02
4015,2295,1,0,2024-08-17
3856,2066,0,0,2024-08-11
1199,2874,0,0,2025-08-17
3810,1741,1,0,2025-12-01
3733,900,0,0,2025-05-08
2026,1792,0,0,2024-07-02
224,2332,1,0,2025-04-27
4123,1335,0,0,2024-07-04
453,2811,0,0,2024-06-10
2981,2711,1,0,2024-03-30
3275,644,0,0,2024-09-10
670,71,0,0,2024-11-19
1895,2911,1,0,2025-04-20
2914,606,1,1,2024-09-18
3161,974,1,0,2025-08-13
643,1439,1,1,2024-05-13
3622,1309,1,0,2024-07-05
1349,1139,0,0,2024-03-20
4536,371,0,0,2025-01-07
4531,1886,0,0,2024-04-18
4103,1246,1,0,2024-06-24
1643,2830,1,1,2025-11-03
3211,1388,0,0,2024-12-19
1163,1792,1,0,2024-07-01
273,1858,0,0,2025-01-10
2861,337,0,0,2025-06-06
3349,2483,1,1,2025-08-20
4381,438,1,0,2024-12-14
3686,116,0,0,2024-12-04
3961,2133,0,0,2025-01-28
3685,2332,0,0,2025-04-28
1275,458,1,0,2025-06-05
1398,1271,1,0,2025-07-07
1978,11,0,0,2025-08-27
1575,2320,1,0,2025-08-16
4348,884,1,0,2025-03-19
4112,837,0,0,2025-10-23
4227,507,1,1,2024-09-08
3234,1744,1,0,2025-07-29
3890,1970,1,0,2025-09-26
2915,1839,0,0,2025-05-14
2381,412,0,0,2024-08-29
3621,1972,0,0,2024-11-29
2899,49,1,1,2024-08-16
4114,2246,1,0,2024-09-30
2666,2166,1,1,2024-12-10
4128,1196,0,0,2024-10-18
1221,191,1,1,2024-01-25
135,1173,1,1,2024-09-13
2482,2376,1,0,2025-04-29
4285,2749,1,0,2024-04-30
705,1407,0,0,2025-07-08
3133,1789,1,0,2024-03-02
2257,1805,0,0,2024-04-21
369,173,1,0,2025-03-09
4522,1233,1,0,2025-10-11
1129,533,0,0,2025-01-16
3328,2338,0,0,2025-07-17
3150,1271,0,0,2025-07-04
1983,1361,1,0,2025-11-17
4147,167,0,0,2024-01-12
3226,865,1,0,2025-09-18
1148,675,1,0,2024-04-07
797,1985,1,0,2025-02-23
2863,265,0,0,2024-07-27
1508,1068,1,0,2025-02-24
3334,1645,0,0,2025-02-03
4977,145,0,0,2024-05-23
2129,1463,1,0,2025-09-02
149,1120,0,0,2025-06-17
4455,1709,1,1,2024-03-12
856,1236,1,0,2024-09-10
3585,209,1,0,2024-02-13
1727,302,1,1,2025-10-23
4105,474,0,0,2024-07-16
4369,2298,1,0,2025-11-15
4470,1205,1,1,2024-12-11
4502,393,1,1,2024-05-08
2667,1070,0,0,2024-08-18
1258,1515,1,1,2024-10-13
1795,1728,1,0,2024-09-22
4101,1854,1,0,2025-09-28
4785,1453,0,0,2024-08-13
4788,1266,1,0,2024-02-06
491,2585,1,0,2025-04-12
981,1910,0,0,2024-06-20
1807,367,0,0,2024-05-06
771,1738,1,1,2025-03-28
676,1086,0,0,2025-07-08
3669,359,0,0,2025-09-22
303,1086,1,1,2025-07-06
3524,1071,1,0,2025-08-01
4098,2593,1,0,2025-03-20
4883,1171,0,0,2025-06-30
2105,354,0,0,2024-12-30
939,898,0,0,2025-07-21
4569,183,1,0,2025-06-05
1107,86,0,0,2024-03-13
1576,1820,1,0,2024-06-23
1350,1280,0,0,2024-02-10
3416,10,0,0,2025-07-07
2305,2703,0,0,2025-09-24
3577,1072,0,0,2024-08-21
28,698,1,1,2024-07-02
1567,1157,1,0,2024-10-10
708,2282,1,0,2024-06-12
1249,362,1,1,2024-07-27
2950,1412,1,1,2024-01-13
2881,1119,0,0,2024-01-24
2966,580,0,0,2025-08-22
55,1507,1,0,2025-10-29
506,2092,0,0,2025-01-14
4306,705,0,0,2024-05-02
1281,1929,1,0,2024-12-24
2514,134,0,0,2024-05-06
1736,2002,1,1,2024-11-07
1241,1666,1,0,2025-02-24
1267,1678,1,0,2025-05-25
3597,1194,1,0,2025-03-18
4168,507,0,0,2024-09-04
3153,2202,0,0,2024-04-07
3751,1206,0,0,2024-05-11
4712,1186,1,0,2024-02-26
1649,1709,1,0,2024-03-14
1287,2981,0,0,2024-12-21
3350,2067,1,0,2025-01-08
2707,942,1,0,2024-10-02
4108,858,0,0,2025-04-23
1568,310,1,0,2024-08-15
880,1982,1,1,2024-11-07
2478,169,0,0,2024-04-22
4375,908,1,1,2025-02-13
786,2098,1,0,2024-03-01
4429,47,1,0,2024-07-09
478,489,0,0,2025-09-25
4103,2165,0,0,2024-04-02
2994,795,1,0,2025-01-10
1975,2308,1,0,2024-04-14
3971,1008,1,1,2024-01-19
4750,346,1,0,2024-04-19
101,2049,1,1,2024-03-15
2894,245,1,1,2025-08-13
3362,2675,1,1,2024-03-31
4524,2618,0,0,2024-12-03
2760,430,0,0,2025-06-04
1200,1746,0,0,2025-11-05
2005,1382,1,0,2025-06-29
495,2169,1,1,2025-10-20
4768,2034,0,0,2024-10-10
3234,557,0,0,2025-01-05
527,153,1,0,2024-04-23
2899,754,0,0,2025-02-18
4350,1621,1,0,2024-02-15
1757,1716,1,0,2024-10-05
1344,466,1,0,2025-04-23
3859,803,1,0,2025-02-18
678,1150,0,0,2024-08-20
147,799,0,0,2025-08-03
1271,108,0,0,2024-12-27
3205,726,1,1,2025-03-26
1453,2671,0,0,2024-01-25
2339,2104,0,0,2024-05-27
3678,2555,1,0,2025-09-09
1408,259,1,0,2024-07-29
961,1353,0,0,2025-11-04
4883,849,1,0,2024-09-11
1431,1344,1,1,2024-06-07
2039,2256,0,0,2024-07-18
4009,1507,1,0,2025-10-27
4400,1646,0,0,2025-07-29
4917,1099,1,1,2025-03-20
4703,712,0,0,2025-10-11
3511,888,1,0,2024-10-06
1984,1959,0,0,2025-04-18
2995,2656,1,0,2024-02-14
4458,1000,1,0,2024-12-06
4095,1904,0,0,2024-09-01
4761,223,0,0,2024-04-06
3636,594,1,0,2024-08-24
2971,2407,0,0,2024-02-19
2317,791,1,1,2025-03-06
3446,2379,1,1,2025-08-01
684,1280,1,1,2024-02-12
1638,856,1,1,2024-01-30
1363,714,0,0,2024-01-13
447,2813,1,1,2025-12-06
2264,535,0,0,2025-11-20
1858,947,1,1,2024-10-11
4504,640,1,1,2025-06-20
703,2831,1,0,2025-10-01
2418,1297,1,0,2025-03-22
2740,452,0,0,2024-09-07
4692,1483,1,1,2025-11-27
47,1363,1,0,2025-09-05
2934,645,0,0,2025-09-01
2989,2450,1,0,2024-12-15
1955,1481,1,1,2024-02-04
231,615,0,0,2024-12-17
3084,1962,0,0,2024-01-27
3252,1697,1,0,2025-04-21
2416,2381,1,1,2024-12-18
3607,1818,1,0,2024-04-19
360,1505,1,0,2024-03-23
1239,527,0,0,2024-11-22
4041,2844,0,0,2024-07-09
1338,1613,0,0,2024-02-25
4317,1903,0,0,2024-10-11
4294,2437,0,0,2025-01-05
3286,2985,1,1,2024-03-24
868,1300,0,0,2024-03-23
767,274,1,0,2025-01-29
1288,1200,0,0,2024-03-26
2554,1493,0,0,2024-05-15
3602,889,1,0,2025-01-12
3635,305,0,0,2025-08-03
2161,379,0,0,2025-04-24
3358,1648,0,0,2024-10-28
2601,2682,1,0,2025-08-28
1574,1042,1,1,2024-08-14
4039,1652,0,0,2024-04-06
3781,119,1,1,2024-03-25
929,425,0,0,2025-02-03
1747,2181,1,1,2024-07-03
720,1864,1,0,2024-02-23
3852,2405,1,0,2024-12-02
2127,51,1,0,2025-05-16
2599,1191,0,0,2025-05-12
469,2907,0,0,2025-03-01
4530,609,0,0,2025-03-28
1008,1726,0,0,2024-05-21
2222,2821,1,0,2025-01-18
1001,1039,0,0,2024-12-21
2598,1195,0,0,2024-05-30
1184,1126,0,0,2025-09-05
1195,520,1,0,2024-01-18
3486,1204,1,1,2024-08-08
3463,2094,1,1,2024-09-08
4896,1425,1,0,2025-09-30
1220,976,1,0,2024-06-12
2610,602,1,0,2024-05-03
3480,1054,1,0,2025-08-23
808,1775,0,0,2024-01-11
4756,1289,1,1,2024-04-16
2360,424,1,0,2025-11-25
854,917,0,0,2025-11-10
3484,992,0,0,2024-01-16
98,2034,1,0,2024-10-10
3962,2194,1,0,2024-06-11
3710,1540,1,0,2025-07-23
1864,57,1,0,2024-01-09
2280,2617,1,1,2024-06-16
1970,976,1,1,2024-06-16
4987,1921,1,0,2025-06-11
283,385,0,0,2024-05-11
2952,640,0,0,2025-06-18
1978,314,0,0,2024-07-31
2620,200,1,1,2025-10-01
1756,1941,1,0,2024-10-22
4247,1342,0,0,2024-05-06
4689,2853,1,0,2025-01-20
2937,693,1,0,2025-03-08
2903,134,0,0,2024-05-11
4674,628,1,0,2024-02-28
1256,1600,1,1,2024-12-15
4968,2481,0,0,2024-08-21
2360,316,1,0,2025-11-02
4890,1419,0,0,2024-08-20
3124,728,0,0,2024-10-13
213,2092,0,0,2025-01-14
442,1613,1,1,2024-02-21
1230,2736,0,0,2025-07-04
4773,1361,0,0,2025-11-15
1217,657,1,0,2025-05-10
2698,1599,1,1,2024-11-23
1755,2127,0,0,2024-01-30
1010,1740,1,0,2025-09-23
2140,377,1,0,2025-05-05
4052,773,1,0,2025-03-01
1905,2866,1,1,2025-01-24
2536,2960,1,0,2025-05-19
285,1800,0,0,2024-01-31
2138,459,1,0,2024-12-14
2356,588,1,0,2025-03-15
2698,2321,1,0,2025-02-05
1854,2626,0,0,2025-02-16
4708,1492,1,0,2025-12-03
4485,2014,1,0,2024-10-07
1833,1620,1,0,2024-08-20
1728,1886,0,0,2024-04-17
1221,912,1,0,2025-11-04
586,523,0,0,2024-02-29
1961,1314,1,0,2025-03-22
604,981,0,0,2025-02-20
876,121,1,1,2025-07-13
364,730,0,0,2024-09-17
4725,1143,0,0,2024-06-06
849,699,1,0,2024-11-04
1486,935,0,0,2024-02-24
4569,1983,0,0,2025-10-14
2636,2884,0,0,2025-09-25
486,2948,0,0,2025-09-08
4791,430,1,1,2025-06-04
2894,2302,0,0,2024-08-17
1681,1965,0,0,2024-01-02
1845,458,1,0,2025-06-04
1523,576,1,1,2024-01-14
4883,857,1,0,2024-08-01
1900,306,0,0,2024-04-27
2471,1106,0,0,2024-08-09
4581,1010,1,1,2025-05-28
2280,2663,1,0,2025-09-09
4455,506,1,0,2024-07-16
502,2750,1,1,2025-03-11
2509,1501,1,1,2025-01-21
125,64,1,1,2025-11-20
2638,2663,0,0,2025-09-14
1067,838,0,0,2024-10-31
829,2733,1,0,2024-04-03
4550,734,1,0,2025-03-01
2638,238,0,0,2024-08-03
4383,1149,1,0,2024-09-17
1360,1396,1,0,2024-10-16
3806,288,0,0,2024-06-08
2415,411,1,0,2025-02-04
1773,137,1,1,2024-05-23
3409,2790,0,0,2024-02-02
3290,874,0,0,2024-01-16
743,410,0,0,2025-01-22
3529,2855,1,1,2024-02-25
2723,1381,0,0,2024-07-03
4874,1004,1,0,2025-09-16
2095,2807,1,0,2024-09-28
633,1911,1,0,2024-01-15
4688,2585,0,0,2025-04-05
3393,400,0,0,2025-03-01
1124,209,0,0,2024-02-10
3040,2120,1,0,2024-12-06
3205,748,0,0,2024-09-24
2446,521,1,0,2025-07-12
1998,604,1,0,2025-06-24
497,1740,0,0,2025-09-24
4715,2706,0,0,2024-10-11
1793,1576,0,0,2024-05-04
981,530,1,0,2024-12-18
281,2546,1,0,2025-10-18
4959,93,0,0,2024-06-20
2629,46,0,0,2025-05-12
809,2329,0,0,2025-12-06
4421,1078,1,0,2024-01-21
4413,326,0,0,2025-08-01
2159,1206,0,0,2024-05-09
2578,1067,1,0,2024-02-02
696,1516,0,0,2024-11-23
2670,1720,1,0,2024-12-22
4621,714,1,0,2024-01-17
4084,1295,0,0,2025-04-24
1989,146,0,0,2025-06-05
587,918,0,0,2024-06-11
643,1242,0,0,2024-04-18
4415,214,1,0,2025-09-09
592,1044,0,0,2024-06-08
3551,1472,1,1,2025-09-20
112,165,0,0,2024-02-08
185,1200,0,0,2024-03-22
2940,1032,0,0,2024-06-24
4329,865,1,0,2025-09-18
2876,698,1,1,2024-07-05
4760,2479,1,1,2024-11-16
1103,1296,1,1,2025-05-14
4345,162,0,0,2024-12-06
2715,325,1,0,2025-05-20
875,1574,1,0,2025-11-23
491,2281,0,0,2025-10-10
4638,1352,0,0,2024-05-13
1969,446,1,1,2025-01-02
4074,1052,1,0,2025-07-11
3941,1984,0,0,2025-06-23
3173,773,0,0,2025-02-23
327,2830,0,0,2025-11-03
1281,2870,1,0,2025-06-18
3866,238,1,1,2024-08-07
817,1693,1,0,2025-09-07
3111,2432,1,0,2024-01-17
4138,2487,0,0,2025-02-21
2059,2799,1,0,2024-11-06
1868,759,1,0,2024-11-26
1984,1819,0,0,2025-05-08
2286,2020,0,0,2025-10-29
1288,2369,1,0,2025-09-01
757,2940,0,0,2025-03-14
4344,2357,0,0,2025-08-27
41,2353,0,0,2025-04-13
2784,2230,1,0,2025-11-19
1268,2640,0,0,2025-12-04
4122,2025,1,0,2024-12-23
1999,1960,1,0,2025-03-26
3425,1044,0,0,2024-06-11
1686,1855,1,0,2025-03-23
1213,1437,1,1,2025-10-17
3724,503,1,0,2025-03-07
3657,1256,1,0,2024-05-28
3483,2844,0,0,2024-07-04
669,2410,1,1,2024-09-13
1341,1559,0,0,2025-05-17
2806,2363,0,0,2024-03-31
1726,464,1,0,2024-07-06
127,2175,0,0,2024-11-20
3666,1305,0,0,2024-03-25
3071,2674,1,0,2024-09-13
3406,1987,1,1,2024-01-24
3649,1956,0,0,2025-11-14
2226,140,1,0,2025-07-08
454,553,0,0,2024-11-05
701,1475,1,1,2025-04-01
2312,147,0,0,2024-09-17
4410,1314,1,0,2025-03-17
3191,2581,1,1,2024-10-21
4503,1103,1,0,2025-08-29
3879,1599,0,0,2024-12-03
3359,863,1,0,2024-09-24
1506,14,0,0,2024-01-16
217,2316,0,0,2024-03-11
81,2810,1,0,2024-05-24
1072,2163,0,0,2024-12-01
3890,1594,0,0,2024-06-29
4158,2279,1,0,2025-11-22
4761,1117,0,0,2024-10-03
3493,1652,1,0,2024-04-11
4999,2214,1,0,2024-11-09
3565,2791,0,0,2025-08-18
4432,707,0,0,2025-02-14
2339,806,0,0,2024-11-15
464,1975,0,0,2024-10-03
841,1771,1,0,2025-05-21
4305,1049,1,0,2024-12-02
2359,2312,0,0,2025-08-18
916,1596,1,0,2025-12-01
2734,89,0,0,2024-03-02
3857,712,1,1,2025-10-07
812,1591,0,0,2024-05-27
3499,2512,1,1,2024-10-26
4175,582,1,0,2024-01-20
174,2146,1,1,2025-08-01
4748,76,1,0,2025-04-22
2455,950,1,0,2024-11-26
1439,1142,0,0,2025-05-01
4524,16,1,0,2024-02-19
2888,2502,0,0,2025-05-04
1430,2345,0,0,2024-05-11
2154,162,1,0,2024-12-05
1276,2267,1,0,2024-09-03
2156,1781,0,0,2024-10-14
2859,393,0,0,2024-05-14
1189,113,0,0,2025-10-19
4612,244,0,0,2025-02-04
3153,1771,0,0,2025-05-24
4749,1040,1,0,2025-09-03
1548,2285,0,0,2024-10-04
2927,2769,0,0,2025-05-12
1303,2171,1,0,2025-11-05
3927,989,1,0,2024-09-23
440,998,1,0,2024-10-03
3675,1946,0,0,2025-10-20
650,1860,0,0,2025-09-16
3286,649,1,0,2025-03-11
2888,811,1,0,2024-09-10
1194,1139,0,0,2024-03-25
2501,2768,0,0,2025-10-25
2016,2831,1,0,2025-09-30
3780,2898,1,0,2024-03-22
4314,2333,0,0,2024-05-09
650,703,0,0,2025-10-14
3625,679,1,0,2025-09-12
4411,1572,0,0,2024-09-07
427,1207,1,0,2025-02-15
4890,1545,0,0,2024-09-24
2569,749,0,0,2024-09-18
822,1298,1,1,2025-05-25
412,577,1,1,2025-02-08
66,1885,0,0,2025-08-17
566,552,0,0,2025-07-10
2043,2820,1,1,2024-09-13
3460,1493,1,0,2024-05-13
3242,910,0,0,2025-05-04
246,324,0,0,2025-10-07
1713,259,0,0,2024-07-21
933,2947,1,1,2024-11-18
3629,923,0,0,2024-08-15
1794,1955,1,1,2024-08-06
3778,1128,1,1,2024-08-01
2945,1700,0,0,2025-04-09
1911,28,1,1,2024-02-24
1746,1857,1,0,2024-07-30
363,342,0,0,2025-10-14
801,2706,0,0,2024-10-10
4635,704,1,1,2025-07-14
1295,653,0,0,2024-08-21
2139,64,0,0,2025-11-21
634,855,1,0,2025-10-25
3493,1651,1,0,2025-09-01
697,1110,1,0,2025-01-16
2268,1930,1,0,2024-04-05
267,1241,1,1,2024-08-22
1986,287,0,0,2025-06-06
2687,2504,0,0,2025-03-27
3330,239,0,0,2024-11-21
3948,1664,0,0,2025-02-18
2245,2026,0,0,2025-03-06
3581,1709,1,0,2024-03-15
2723,1541,1,0,2024-01-05
2240,693,1,0,2025-03-02
467,1585,0,0,2024-04-05
4098,1700,0,0,2025-04-09
2765,1057,0,0,2025-02-26
1306,2043,0,0,2025-06-24
949,1230,1,0,2025-05-21
3135,228,1,0,2024-04-25
4650,2045,0,0,2024-01-09
2901,2008,1,1,2025-05-29
4493,1563,0,0,2024-04-25
383,1076,1,1,2025-09-24
2286,563,0,0,2025-03-27
1188,1657,1,0,2025-06-27
4414,249,0,0,2025-05-05
531,1346,0,0,2025-03-26
3591,2741,1,0,2025-10-07
3365,2089,1,0,2024-11-17
353,1202,1,1,2024-04-22
4137,477,1,0,2024-03-20
3648,1566,0,0,2025-06-21
3598,2677,1,0,2024-06-19
2169,901,1,0,2024-09-09
1849,2442,0,0,2024-04-17
3207,1684,0,0,2024-09-01
389,1282,1,0,2024-09-22
2642,155,1,0,2025-06-04
659,2818,0,0,2025-03-15
2850,455,0,0,2024-12-09
49,23,0,0,2025-07-25
4536,1026,1,1,2024-05-17
2971,1871,1,0,2024-11-19
3959,1976,0,0,2024-03-20
3506,2000,1,1,2024-04-02
1449,2267,0,0,2024-09-06
4803,481,1,1,2024-02-13
4849,619,1,1,2025-03-06
2979,2549,1,1,2025-11-24
3800,1149,0,0,2024-09-09
4292,2777,0,0,2025-08-06
369,1415,0,0,2025-01-24
2348,2819,1,0,2025-05-03
4841,2185,0,0,2025-10-13
240,372,1,0,2025-06-08
3318,529,1,1,2025-10-19
120,2292,1,1,2025-08-11
316,287,0,0,2025-06-07
1380,2940,1,0,2025-03-13
3750,256,1,0,2025-10-01
2882,2551,1,1,2024-01-08
3104,315,1,0,2024-03-20
3325,1423,1,0,2024-10-26
3161,223,1,0,2024-04-11
4207,2000,1,1,2024-03-31
1214,729,1,1,2024-12-26
4503,81,1,1,2025-09-16
3598,2291,0,0,2024-04-27
1674,2661,0,0,2025-02-10
794,2195,0,0,2025-05-21
2356,481,0,0,2024-02-03
37,1791,1,0,2025-11-12
2353,987,0,0,2025-07-06
1896,112,0,0,2024-05-24
3528,254,1,0,2025-11-14
3393,6,0,0,2024-07-26
4068,157,1,0,2025-09-10
2007,1927,1,0,2025-08-24
2316,1915,0,0,2024-10-07
2580,2272,0,0,2024-07-17
2153,1925,1,0,2024-02-14
4727,97,1,0,2024-12-19
3018,466,0,0,2025-04-20
392,1314,0,0,2025-03-12
969,2553,1,0,2024-11-24
2691,1224,1,0,2024-10-12
2,2220,1,0,2025-08-19
3136,656,1,0,2025-06-11
3641,671,1,1,2025-06-30
3035,2841,1,0,2025-09-03
2619,1515,0,0,2024-10-09
1545,1350,1,0,2024-04-15
3586,2265,1,0,2025-03-15
111,2948,1,1,2025-09-14
987,2174,0,0,2024-03-15
4202,101,1,1,2024-08-31
835,521,1,0,2025-07-05
4036,1058,0,0,2025-07-17
2252,1531,1,0,2024-08-09
1744,886,0,0,2024-09-20
3874,1668,0,0,2024-02-14
3135,2301,0,0,2025-11-03
2173,1836,1,0,2025-02-24
1664,173,1,1,2025-03-09
1460,835,0,0,2025-01-13
420,1504,1,0,2024-02-21
3596,332,1,0,2024-05-14
1668,1955,1,0,2024-08-14
710,561,0,0,2025-01-10
570,2325,1,0,2025-09-24
2353,777,1,1,2025-05-23
2867,2778,0,0,2025-04-12
2509,1291,0,0,2025-08-28
2294,1528,0,0,2025-06-25
962,1508,1,0,2024-08-14
892,1203,1,1,2025-01-17
884,2188,1,0,2024-01-16
3366,935,1,0,2024-02-24
1055,813,1,1,2025-10-08
1972,910,0,0,2025-05-07
1961,425,0,0,2025-02-02
34,595,1,0,2025-03-19
1258,2031,1,1,2025-08-08
2009,2238,0,0,2024-11-18
3513,2110,1,1,2025-05-30
1252,1593,1,1,2025-07-10
3905,2074,0,0,2024-08-14
1660,1693,1,0,2025-09-10
1586,2171,1,0,2025-11-06
1207,825,1,0,2025-07-16
3772,122,1,0,2024-09-17
4441,696,1,0,2025-04-20
3824,1483,1,0,2025-12-03
1136,428,1,0,2024-06-03
3392,771,1,0,2024-04-07
1425,2071,0,0,2024-06-24
3471,2231,0,0,2025-10-26
93,57,1,0,2024-01-10
4131,2790,0,0,2024-02-03
1308,1993,0,0,2024-02-23
1339,1514,1,0,2024-07-20
2643,2063,0,0,2024-01-15
4473,308,0,0,2024-12-29
1100,643,0,0,2024-02-05
4995,1870,0,0,2024-12-10
69,889,1,0,2025-01-17
1738,1083,1,1,2025-05-12
2833,2972,1,0,2025-05-02
4514,2350,1,0,2024-12-17
4375,1011,1,0,2025-08-14
4418,1545,0,0,2024-09-25
1110,1585,1,1,2024-04-02
4132,2817,1,0,2025-03-07
2439,230,1,0,2025-04-19
3904,2603,0,0,2025-08-30
200,2176,1,0,2025-06-29
3647,2147,1,0,2025-02-27
1976,1798,1,0,2025-09-06
4322,2034,1,0,2024-10-11
2734,1311,1,0,2024-10-17
1925,2588,0,0,2024-12-28
638,1163,0,0,2025-01-18
3916,2739,1,0,2024-03-20
3937,2434,0,0,2025-05-18
2018,805,0,0,2024-09-15
4462,652,1,0,2025-06-04
2883,2660,0,0,2024-07-28
3347,1781,1,0,2024-10-05
3609,2134,1,0,2024-03-20
112,471,1,0,2025-02-23
3164,569,1,0,2024-07-02
4187,2713,1,0,2025-04-05
1026,1295,0,0,2025-04-25
2464,614,1,0,2024-06-27
3293,1862,1,1,2025-07-01
450,1898,1,0,2024-08-05
3869,2523,1,0,2024-02-21
811,1288,0,0,2024-03-05
854,933,1,0,2024-11-10
4564,1668,0,0,2024-02-20
1792,970,0,0,2024-11-12
4395,2730,0,0,2024-04-03
3198,565,1,0,2024-10-03
3467,2660,1,0,2024-07-30
3378,1765,0,0,2025-05-30
1857,1477,1,0,2025-05-30
4544,213,1,0,2024-03-05
649,2892,1,0,2025-08-18
3363,597,1,0,2024-07-29
3267,129,1,1,2025-08-28
3380,1169,0,0,2024-09-16
298,2399,0,0,2024-02-24
2333,2478,0,0,2025-01-14
685,27,1,1,2025-01-20
2914,2728,0,0,2025-02-07
2531,1392,0,0,2024-08-09
318,224,1,0,2025-08-06
3278,534,0,0,2025-03-16
2443,2666,0,0,2025-09-20
2579,741,0,0,2025-08-22
2785,2725,0,0,2025-07-16
4149,1875,0,0,2024-08-31
463,2045,0,0,2024-01-07
1294,447,1,0,2025-03-23
4666,435,1,0,2024-11-09
4360,2781,0,0,2024-09-18
967,2027,1,0,2024-02-11
8,2619,1,1,2024-06-18
3336,1105,1,0,2024-09-02
2108,1005,1,0,2025-05-17
3391,1387,1,0,2025-02-21
2918,250,0,0,2025-11-24
2331,2045,0,0,2024-01-14
2158,326,1,0,2025-07-27
4165,1532,0,0,2025-10-26
1575,2938,0,0,2024-02-07
4404,2954,1,0,2024-12-21
4596,2022,0,0,2025-06-11
1535,244,1,1,2025-01-31
2648,671,0,0,2025-07-08
1350,936,1,0,2024-01-25
2243,2985,1,0,2024-03-20
1097,2471,0,0,2025-07-19
2288,1208,0,0,2025-09-20
1862,934,0,0,2024-02-10
4860,2877,1,0,2025-07-15
3511,2044,0,0,2024-06-21
441,1209,0,0,2024-07-03
3723,531,1,0,2025-08-29
2245,2541,1,0,2024-11-21
1730,2710,0,0,2025-07-21
4612,42,1,0,2025-03-18
611,90,1,0,2025-01-07
2389,1195,0,0,2024-06-02
4161,677,0,0,2024-04-28
541,1554,0,0,2024-05-13
993,528,1,0,2024-03-16
2857,2476,1,0,2025-10-08
2329,2113,0,0,2025-05-19
2805,2635,1,0,2024-09-23
726,1482,0,0,2024-05-25
2139,937,1,0,2025-05-05
2870,480,0,0,2025-04-04
2350,838,0,0,2024-10-27
458,2936,0,0,2024-07-15
4212,83,1,0,2025-07-25
1961,2421,1,0,2025-05-10
2644,1843,1,0,2024-06-27
2672,2537,1,0,2024-03-31
1279,2143,1,0,2024-10-24
1495,1612,1,1,2025-10-11
4186,323,1,1,2024-12-13
4536,2070,0,0,2025-06-26
3734,213,1,0,2024-02-27
3637,103,0,0,2025-11-20
164,2616,1,1,2024-07-28
1781,760,1,1,2025-04-30
1657,533,1,0,2025-01-16
4064,2484,1,1,2024-02-28
329,1972,1,0,2024-12-07
1980,1807,0,0,2025-08-29
4086,2027,0,0,2024-02-09
1564,2541,0,0,2024-11-19
1599,1593,1,1,2025-07-13
2463,1483,1,1,2025-12-07
4803,2234,0,0,2025-07-11
2969,1853,0,0,2025-01-08
1259,2160,1,0,2025-10-25
147,413,1,0,2024-08-27
2587,2472,0,0,2024-11-08
1360,1973,0,0,2025-03-01
4452,2024,0,0,2025-11-06
2716,918,1,1,2024-06-11
3654,2352,0,0,2024-07-18
584,2725,1,1,2025-07-14
2700,1569,0,0,2024-05-30
3466,389,0,0,2025-01-16
2956,2583,1,1,2024-09-26
168,178,1,0,2024-05-23
4613,1462,0,0,2024-10-01
3802,232,0,0,2024-11-01
989,2608,1,0,2025-02-13
438,2662,0,0,2024-06-08
783,2516,0,0,2024-11-14
1768,2032,0,0,2024-03-29
4900,853,1,0,2024-08-19
4715,2801,1,0,2025-05-23
2351,2767,0,0,2024-11-26
1535,734,1,0,2025-03-02
3898,1300,1,1,2024-03-27
1340,2738,1,0,2025-02-26
4031,549,0,0,2025-01-18
3642,1332,1,1,2025-04-29
2544,2667,1,0,2024-09-13
943,2432,0,0,2024-01-13
2214,1293,0,0,2024-06-23
3149,721,0,0,2024-09-22
1659,2265,1,0,2025-03-12
4040,1830,0,0,2024-09-26
2907,1846,0,0,2025-02-17
3392,2163,1,0,2024-11-29
2626,2761,1,0,2024-09-16
727,2648,0,0,2025-07-19
1569,368,0,0,2024-04-17
3711,535,0,0,2025-11-21
2910,2372,1,1,2024-06-20
3394,1760,0,0,2025-02-22
3344,1649,0,0,2025-02-10
3084,40,0,0,2024-05-19
448,2935,1,1,2024-08-25
665,5,0,0,2024-10-24
3048,1402,1,0,2024-09-10
3033,1718,0,0,2025-06-26
2972,1876,0,0,2025-07-17
4817,2634,1,0,2024-06-13
