id_venda,id_cliente,id_campanha,valor,data_venda
754,1705,1962,48.65,2024-02-09
755,2624,2197,68.86,2024-02-28
756,2558,880,55.01,2024-02-05
757,2979,1412,120.82,2024-01-11
758,2961,212,81.67,2025-02-24
759,3503,1156,73.44,2024-12-21
760,3610,1888,172.62,2025-02-09
761,2737,60,73.14,2025-10-19
762,2163,145,92.04,2024-06-07
763,4101,1926,62.03,2025-05-13
764,229,2126,73.54,2025-09-16
765,4717,2418,67.11,2025-08-03
766,3645,1066,201.73,2025-11-10
767,2468,1540,59.71,2025-07-31
768,1094,1695,122.87,2024-12-07
769,3298,1515,109.30,2024-10-23
770,3463,2094,121.83,2024-09-22
771,3355,1957,61.07,2025-03-18
772,3514,1354,152.61,2025-03-12
773,2514,1252,257.78,2025-04-06
774,4213,350,197.81,2024-11-01
775,4034,2002,155.88,2024-11-21
776,354,935,136.68,2024-03-07
777,3361,572,55.88,2025-03-08
778,1389,2206,77.29,2024-07-11
779,4191,2704,39.37,2024-09-11
780,3845,97,32.87,2024-12-18
781,1918,582,67.70,2024-01-31
782,563,2053,112.39,2024-10-03
783,3641,340,144.69,2025-03-09
784,1117,2685,38.11,2025-04-28
785,1012,905,121.08,2024-08-27
786,1560,1513,79.65,2024-04-01
787,4843,772,147.63,2025-10-08
788,129,63,172.03,2025-07-28
789,2931,2022,24.62,2025-06-09
790,4702,477,170.93,2024-04-06
791,3967,1052,168.31,2025-07-29
792,1941,2321,110.96,2025-02-07
793,4069,212,168.18,2025-02-28
794,4561,534,171.84,2025-03-24
795,2420,2911,60.66,2025-04-25
796,4170,1544,79.96,2025-09-05
797,1371,463,245.04,2025-04-25
798,263,1330,452.14,2025-12-07
799,491,587,91.17,2024-08-25
800,3344,1348,37.77,2025-06-28
801,4603,402,66.43,2024-08-20
802,1341,873,46.69,2024-03-01
803,3659,1111,114.12,2025-07-20
804,1202,1343,44.51,2024-11-26
805,41,753,97.31,2024-11-01
806,1124,2956,60.20,2024-03-07
807,1986,2089,45.64,2024-11-14
808,1064,2536,122.43,2025-09-12
809,3967,724,45.69,2024-02-24
810,2468,1346,88.15,2025-03-28
811,642,1371,89.65,2025-02-18
812,125,64,83.07,2025-11-22
813,2127,1895,402.36,2024-05-11
814,4148,260,162.25,2025-07-20
815,435,2996,69.38,2025-05-26
816,4726,1901,159.52,2024-11-10
817,2637,1392,392.12,2024-08-16
818,3666,1305,57.39,2024-04-04
819,3731,2906,81.30,2024-12-01
820,3753,2706,87.29,2024-10-15
821,368,1979,98.79,2024-12-13
822,3559,1455,113.45,2025-02-11
823,803,763,101.25,2024-11-02
824,2750,2010,142.64,2024-12-13
825,898,333,160.94,2025-03-04
826,4674,1395,129.80,2024-05-29
827,1887,1525,60.09,2025-06-22
828,80,2355,626.00,2024-01-15
829,2615,644,43.09,2024-09-28
830,5,743,23.76,2025-09-12
831,2171,586,153.38,2024-11-11
832,262,504,40.62,2024-01-21
833,1532,2914,109.28,2024-05-29
834,2061,1422,155.20,2025-07-16
835,3624,804,84.70,2024-01-10
836,1249,362,83.47,2024-08-07
837,2468,2944,159.67,2024-01-29
838,1040,1751,61.81,2025-01-18
839,758,753,42.25,2024-11-07
840,1176,1531,90.30,2024-08-15
841,4122,725,107.45,2024-10-11
842,4306,2032,253.06,2024-03-28
843,2828,1813,130.13,2025-11-26
844,308,1156,62.14,2024-12-11
845,786,1126,35.17,2025-09-11
846,3533,2774,109.04,2024-02-12
847,4047,1999,139.24,2024-07-31
848,1092,492,168.07,2025-05-26
849,2601,188,64.81,2024-04-19
850,2756,2719,52.60,2024-10-18
851,1564,2532,66.26,2025-07-18
852,712,1508,90.00,2024-08-30
853,975,733,98.80,2025-04-28
854,3686,2428,116.06,2025-01-16
855,3848,509,121.55,2024-09-01
856,650,156,55.65,2025-04-30
857,971,1124,82.45,2025-09-03
858,3124,2079,90.83,2025-10-04
859,1788,2516,29.94,2024-11-21
860,4685,2354,85.99,2024-03-25
861,2162,393,189.86,2024-05-17
862,2460,1551,176.71,2024-09-05
863,2174,2009,120.31,2025-11-04
864,1432,782,79.93,2025-06-06
865,3611,1267,164.47,2025-08-19
866,4455,1709,233.41,2024-03-20
867,3014,378,161.28,2025-07-04
868,3467,821,64.48,2025-06-18
869,2756,2719,166.03,2024-10-16
870,2868,2422,128.81,2025-10-01
871,2901,2008,73.80,2025-05-31
872,4609,1087,302.50,2024-11-26
873,3775,1391,76.49,2024-06-25
874,3494,1069,80.26,2024-05-22
875,4896,102,79.79,2024-04-17
876,658,14,133.82,2024-01-14
877,2933,1902,42.23,2024-11-22
878,1446,2435,139.88,2024-06-14
879,1841,1510,50.48,2024-10-03
880,3677,641,90.13,2025-11-06
881,2158,326,51.48,2025-07-28
882,2534,1774,62.23,2024-11-29
883,3138,2498,108.48,2024-12-22
884,4948,637,61.23,2025-07-03
885,4549,2221,201.68,2024-12-11
886,3828,354,175.54,2024-12-29
887,3180,2157,26.14,2025-01-25
888,3347,733,64.33,2025-05-10
889,2797,2735,43.60,2025-07-02
890,1873,544,96.05,2024-08-25
891,1033,2428,77.06,2025-01-11
892,1311,114,77.85,2024-04-11
893,2153,2740,39.83,2025-07-01
894,2665,2450,40.59,2024-12-18
895,1775,1618,111.64,2025-01-02
896,3754,1658,123.75,2025-01-01
897,563,2053,151.94,2024-09-26
898,4268,1069,96.03,2024-05-14
899,915,659,99.19,2025-08-25
900,1287,2981,42.53,2025-01-03
901,2979,1412,170.00,2024-01-18
902,4099,315,60.36,2024-03-13
903,2760,2444,69.08,2024-09-15
904,4240,1020,40.80,2024-06-20
905,4974,2176,58.07,2025-07-17
906,455,1296,150.80,2025-06-02
907,3164,498,106.39,2025-11-04
908,4919,908,77.20,2025-02-10
909,303,1086,86.28,2025-07-17
910,1397,1268,151.30,2024-02-08
911,4981,2134,60.82,2024-03-21
912,3544,2597,279.49,2024-05-02
913,4312,1266,39.48,2024-02-14
914,1550,182,74.93,2024-08-07
915,3160,2013,127.05,2025-03-11
916,3731,2906,98.29,2024-12-08
917,2990,2584,63.66,2025-02-10
918,4429,2182,72.55,2024-10-22
919,4471,2623,124.70,2025-06-26
920,130,1151,64.50,2025-11-03
921,447,2813,58.79,2025-12-18
922,1608,363,104.23,2024-04-25
923,4770,780,617.97,2024-04-22
924,822,1298,72.21,2025-05-27
925,4757,1551,141.44,2024-09-02
926,3932,1989,82.86,2025-01-24
927,2291,2925,91.12,2025-03-18
928,2196,211,32.14,2024-02-29
929,1261,97,117.68,2024-12-20
930,4785,2768,216.13,2025-10-27
931,1871,2436,53.61,2025-11-19
932,4163,1307,71.72,2025-02-12
933,2814,2992,45.44,2025-08-26
934,1775,614,151.21,2024-07-04
935,4240,1020,117.51,2024-06-09
936,4306,1411,28.09,2025-09-14
937,2163,145,193.95,2024-06-09
938,3675,1946,74.67,2025-11-03
939,4919,1632,685.38,2025-11-21
940,4856,2468,77.78,2024-11-22
941,964,1616,23.68,2025-06-16
942,4502,393,98.86,2024-05-21
943,3408,358,121.27,2024-05-09
944,457,1338,198.72,2025-09-19
945,4817,1493,30.95,2024-05-25
946,675,222,170.05,2024-02-22
947,3368,1447,33.08,2024-09-17
948,220,1723,31.13,2024-12-08
949,2970,1322,44.75,2025-03-07
950,2096,27,273.53,2025-01-24
951,2486,1713,101.14,2024-05-07
952,4983,1975,114.21,2024-10-08
953,4147,1144,80.39,2024-05-08
954,3406,1113,68.75,2024-11-08
955,1780,1594,55.02,2024-06-24
956,1184,307,34.70,2024-03-19
957,2927,1237,78.87,2024-04-27
958,3114,2494,94.52,2024-11-25
959,1760,1274,186.54,2024-02-14
960,3637,103,56.86,2025-11-23
961,4090,1394,76.02,2024-08-26
962,892,1203,185.97,2025-01-23
963,2281,463,40.20,2025-04-17
964,4889,2139,27.62,2024-04-05
965,1634,538,48.99,2024-08-26
966,4682,1392,148.66,2024-08-22
967,1413,323,71.76,2024-12-15
968,1813,1854,117.21,2025-10-04
969,3077,1234,223.60,2024-10-12
970,504,1330,436.56,2025-11-27
971,4311,710,127.72,2025-03-22
972,2502,1852,83.10,2025-07-29
973,3949,2151,142.35,2025-03-05
974,3239,2600,25.29,2024-06-12
975,3701,688,26.28,2025-11-08
976,3943,288,87.77,2024-06-17
977,1430,1933,119.53,2024-11-20
978,1430,1933,28.94,2024-11-24
979,3513,2373,23.07,2025-01-20
980,3641,671,61.84,2025-07-01
981,3647,2642,33.76,2025-11-25
982,932,2261,119.24,2025-09-24
983,1738,324,61.91,2025-10-11
984,2372,525,58.27,2024-03-18
985,4062,1096,132.67,2025-01-05
986,1012,945,113.66,2024-08-18
987,2,2800,112.27,2025-12-02
988,2465,2886,116.82,2024-11-27
989,4567,270,60.12,2025-04-24
990,848,514,28.01,2025-01-03
991,421,338,57.78,2024-11-19
992,3730,599,278.31,2024-10-21
993,4586,2682,53.29,2025-09-06
994,2634,631,65.26,2024-02-27
995,1643,2830,116.75,2025-11-14
996,848,1818,63.83,2024-04-19
997,1497,869,,2025-07-11
998,1655,1269,96.91,2024-10-20
999,4244,1351,142.45,2024-09-16
1000,2385,1513,40.68,2024-04-04
1001,320,1719,54.12,2024-07-29
1002,909,1771,180.05,2025-05-30
1003,1548,2384,86.53,2025-03-20
1004,174,2146,77.30,2025-08-08
1005,4604,2840,42.17,2024-12-30
1006,2876,698,44.28,2024-07-13
1007,4031,321,113.60,2025-03-14
1008,613,725,71.78,2024-10-08
1009,4039,165,38.15,2024-02-21
1010,1285,589,121.02,2025-05-02
1011,480,2931,601.17,2025-08-26
1012,4258,275,22.59,2024-09-01
1013,1871,2436,46.59,2025-11-20
1014,4479,1558,24.33,2024-06-13
1015,3514,1354,127.96,2025-03-09
1016,4479,1558,67.84,2024-06-15
1017,642,1371,133.75,2025-02-07
1018,3621,2116,44.90,2024-10-16
1019,539,2787,123.28,2024-11-05
1020,3471,1313,229.33,2025-07-04
1021,3854,1199,49.39,2024-04-19
1022,3227,823,72.94,2025-05-17
1023,3354,1676,102.43,2025-03-11
1024,1925,805,42.14,2024-09-19
1025,1267,421,49.56,2024-09-03
1026,3470,2329,205.97,2025-12-14
1027,2264,535,260.11,2025-11-30
1028,2729,2682,47.11,2025-08-31
1029,384,2303,39.67,2025-06-20
1030,3368,1447,94.84,2024-09-27
1031,4604,2840,192.39,2024-12-27
1032,2028,1824,67.51,2024-01-17
1033,2174,2009,105.44,2025-11-09
1034,4556,2758,118.68,2024-12-04
1035,98,1479,67.11,2025-04-28
1036,1788,2516,37.86,2024-11-19
1037,289,838,64.96,2024-11-06
1038,3251,2025,83.57,2024-12-29
1039,2395,1424,322.01,2025-04-12
1040,1550,2986,166.95,2025-01-29
1041,1922,859,126.53,2024-05-14
1042,1261,97,118.22,2024-12-17
1043,2958,443,58.19,2025-12-08
1044,80,2295,122.20,2024-08-27
1045,229,2126,87.88,2025-09-26
1046,449,1051,198.25,2025-08-31
1047,4572,648,101.02,2025-07-19
1048,4848,1622,140.65,2025-12-06
1049,2008,2589,91.21,2025-02-21
1050,3791,1178,42.21,2024-04-20
1051,1446,2527,25.45,2025-05-02
1052,2504,2326,74.72,2025-08-13
1053,301,448,86.38,2025-09-25
1054,4679,2599,35.24,2025-12-05
1055,1214,729,76.76,2025-01-07
1056,745,2040,146.02,2025-07-28
1057,3770,123,28.23,2025-07-22
1058,2130,545,140.00,2025-08-27
1059,211,2967,35.52,2025-05-31
1060,4951,573,22.87,2024-07-16
1061,584,2725,91.65,2025-07-23
1062,741,2514,103.75,2024-03-09
1063,4603,402,135.71,2024-08-24
1064,3084,26,137.86,2024-02-03
1065,3210,221,131.86,2024-08-23
1066,2425,661,252.68,2025-03-21
1067,2037,2563,31.61,2025-11-11
1068,4201,834,204.87,2025-12-05
1069,1015,2086,49.89,2024-09-16
1070,2167,2673,78.22,2024-03-01
1071,2686,547,45.41,2025-05-23
1072,3757,291,76.31,2024-02-09
1073,1714,2308,80.80,2024-04-24
1074,2758,1757,103.41,2024-09-01
1075,2672,1654,82.97,2025-07-10
1076,3932,1989,66.03,2025-01-26
1077,1866,890,83.07,2025-05-06
1078,2281,463,82.00,2025-04-28
1079,3898,1300,37.97,2024-04-06
1080,3645,14,64.22,2024-01-20
1081,2288,1121,34.53,2025-07-26
1082,4364,1174,34.69,2024-04-06
1083,4799,1317,26.97,2025-03-25
1084,4730,2377,61.41,2025-01-11
1085,3645,1066,83.89,2025-11-21
1086,2385,608,114.44,2024-12-23
1087,3544,2597,189.28,2024-04-27
1088,2174,2009,15.96,2025-11-04
1089,3619,1809,44.76,2025-09-18
1090,1866,890,35.68,2025-05-09
1091,459,1450,230.23,2025-05-08
1092,2956,2583,144.73,2024-10-04
1093,2601,188,82.60,2024-04-24
1094,2356,1352,160.98,2024-05-29
1095,1738,1083,63.01,2025-05-21
1096,2514,1252,51.82,2025-04-08
1097,4118,1967,24.94,2025-02-13
1098,4424,106,69.65,2025-08-30
1099,470,2832,109.11,2024-04-27
1100,3463,2094,16.47,2024-09-08
1101,3124,2079,15.78,2025-10-05
1102,1655,1269,244.86,2024-10-22
1103,2039,2989,143.34,2024-07-13
1104,3558,2848,39.67,2024-02-02
1105,2794,1902,67.55,2024-11-27
1106,2191,2539,90.81,2025-09-04
1107,1018,1991,30.86,2025-01-26
1108,3169,1493,143.97,2024-05-25
1109,2728,1856,209.61,2025-03-01
1110,3786,2937,170.52,2024-10-11
1111,2280,2617,77.71,2024-06-30
1112,2620,1522,49.57,2025-11-12
1113,3145,923,71.82,2024-09-03
1114,942,2630,85.50,2025-08-07
1115,4095,1852,56.05,2025-07-21
1116,3467,821,130.21,2025-06-23
1117,2637,1392,76.96,2024-08-27
1118,1311,114,206.48,2024-04-14
1119,4466,1760,68.10,2025-03-08
1120,1258,2031,28.65,2025-08-20
1121,918,2083,268.64,2024-07-09
1122,1072,1152,110.66,2025-01-05
1123,1459,2038,353.27,2025-04-23
1124,3142,2760,85.37,2024-10-09
1125,2698,1599,65.96,2024-12-02
1126,4793,2714,62.74,2025-01-20
1127,3770,2148,71.77,2025-08-01
1128,107,2494,48.38,2024-11-27
1129,3058,1614,66.56,2025-03-15
1130,446,1246,96.34,2024-07-02
1131,4367,1301,151.98,2024-11-13
1132,3619,1809,61.97,2025-09-22
1133,1731,1712,48.32,2024-07-24
1134,1953,1383,60.08,2024-06-01
1135,1780,1594,172.73,2024-06-25
1136,1180,1760,85.00,2025-03-09
1137,4751,408,74.44,2024-01-23
1138,1423,2176,61.06,2025-07-11
1139,3558,2848,243.91,2024-02-05
1140,4331,2930,51.94,2024-09-28
1141,4764,2112,99.51,2024-05-28
1142,1248,667,123.22,2025-10-02
1143,3328,776,92.51,2024-01-17
1144,3258,133,104.91,2025-12-04
1145,2729,2682,74.62,2025-09-13
1146,3033,1718,249.16,2025-06-26
1147,4968,2341,117.96,2024-11-03
1148,669,2410,25.74,2024-09-21
1149,2963,58,96.31,2025-11-25
1150,3158,1866,55.53,2024-12-30
1151,3170,2347,194.89,2024-06-13
1152,4722,731,98.70,2025-03-08
1153,4076,2739,94.46,2024-03-29
1154,4148,260,44.59,2025-07-21
1155,2658,1928,38.29,2025-09-14
1156,3869,1183,67.92,2024-09-30
1157,4751,408,18.75,2024-01-28
1158,4113,2971,56.09,2025-04-23
1159,3739,1628,87.97,2025-03-05
1160,231,582,38.79,2024-02-08
1161,1648,1848,111.86,2025-11-13
1162,229,2126,106.53,2025-09-25
1163,195,2229,76.23,2025-09-07
1164,3457,2396,161.24,2024-07-29
1165,1592,1694,41.21,2024-02-19
1166,4070,820,69.61,2024-11-17
1167,2578,2122,118.36,2024-01-31
1168,1701,576,51.58,2024-02-06
1169,3376,2493,404.52,2025-05-02
1170,3822,2102,98.10,2024-01-24
1171,4975,1762,129.85,2025-01-01
1172,2958,1882,81.09,2025-06-01
1173,2305,342,275.41,2025-10-29
1174,1117,2685,42.62,2025-04-29
1175,173,2976,27.32,2025-06-17
1176,1315,1008,150.52,2024-01-16
1177,4760,2479,117.06,2024-11-24
1178,140,134,83.10,2024-05-08
1179,448,2935,106.73,2024-08-29
1180,710,2678,47.02,2025-02-08
1181,2900,1055,105.50,2025-08-13
1182,4122,725,40.24,2024-10-04
1183,4186,323,81.90,2024-12-21
1184,1738,1083,439.08,2025-05-20
1185,4313,2784,93.68,2025-03-23
1186,4500,274,57.39,2025-02-10
1187,1955,209,51.87,2024-02-13
1188,4323,878,131.41,2025-03-11
1189,4674,628,137.43,2024-03-13
1190,2154,455,88.01,2024-12-08
1191,1318,1162,106.62,2025-02-01
1192,4674,1395,176.03,2024-06-02
1193,3073,1376,80.96,2025-09-10
1194,2130,545,74.94,2025-08-31
1195,3765,2338,117.60,2025-07-30
1196,4337,1340,61.76,2024-10-18
1197,263,1330,157.41,2025-12-08
1198,1221,191,49.69,2024-01-28
1199,2223,2338,117.22,2025-07-20
1200,643,1439,99.88,2024-05-21
1201,749,2091,59.11,2024-02-24
1202,4337,1340,61.23,2024-10-11
1203,789,1262,65.71,2025-03-05
1204,2634,631,115.64,2024-02-27
1205,2622,2170,73.98,2024-07-01
1206,4497,419,35.18,2024-06-01
1207,2317,791,45.66,2025-03-20
1208,4518,2036,47.45,2025-06-26
1209,4756,2691,104.06,2024-02-28
1210,1014,978,197.60,2025-03-13
1211,4540,1203,67.62,2025-01-23
1212,4699,890,52.76,2025-04-29
1213,2756,2719,40.11,2024-10-11
1214,1925,805,75.74,2024-09-23
1215,3292,1173,145.14,2024-09-11
1216,4369,2298,107.30,2025-11-25
1217,2808,2870,35.86,2025-06-16
1218,264,2856,149.76,2025-08-14
1219,975,733,68.08,2025-05-06
1220,341,2488,66.92,2024-05-21
1221,3328,776,145.68,2024-01-24
1222,1775,1618,107.89,2025-01-06
1223,605,2860,80.15,2024-12-09
1224,3932,1989,94.06,2025-02-05
1225,929,1418,64.36,2025-08-22
1226,1099,1430,78.14,2025-10-26
1227,2956,2583,93.73,2024-09-26
1228,1796,2235,66.42,2025-01-24
1229,1912,1847,159.50,2024-12-09
1230,4720,2849,185.26,2025-07-21
1231,80,2355,36.26,2024-01-18
1232,4952,1100,124.69,2025-03-29
1233,2282,572,87.86,2025-03-14
1234,3753,2706,60.20,2024-10-13
1235,4068,2624,227.38,2024-04-29
1236,1955,209,47.62,2024-02-19
1237,2504,2326,47.20,2025-08-11
1238,1592,1694,155.16,2024-02-06
1239,1695,2727,61.50,2024-12-24
1240,672,2717,92.02,2024-12-21
1241,2041,2800,50.80,2025-12-08
1242,4031,321,159.27,2025-03-24
1243,2305,342,41.36,2025-10-23
1244,4013,2384,137.36,2025-03-24
1245,2345,1179,48.52,2025-10-12
1246,4455,1709,87.43,2024-03-19
1247,836,1258,61.07,2025-08-24
1248,3349,2483,39.84,2025-08-22
1249,2546,366,48.29,2024-01-23
1250,2420,2911,112.27,2025-04-28
1251,175,576,52.77,2024-01-30
1252,4951,573,48.66,2024-07-19
1253,817,166,76.95,2024-01-09
1254,711,1989,73.66,2025-02-01
1255,353,1202,67.59,2024-05-06
1256,1750,45,115.89,2024-05-13
1257,2010,2041,32.00,2025-01-31
1258,4722,731,244.06,2025-03-09
1259,3994,1092,41.77,2025-07-19
1260,1280,700,65.33,2025-11-19
1261,2385,2765,165.56,2025-09-28
1262,242,328,65.41,2024-04-26
1263,4452,380,238.16,2025-04-29
1264,4986,1675,100.49,2025-02-14
1265,3532,1209,163.16,2024-07-10
1266,684,2854,91.21,2025-11-24
1267,3176,1263,97.75,2024-08-20
1268,4063,2149,132.91,2025-11-13
1269,2719,2624,134.60,2024-04-24
1270,3406,1113,186.06,2024-11-02
1271,1057,278,30.19,2025-02-13
1272,2174,1581,58.51,2024-08-19
1273,2820,2216,64.13,2024-10-15
1274,4984,2138,24.25,2025-05-28
1275,4686,705,33.15,2024-05-06
1276,1099,1430,207.42,2025-10-30
1277,3858,2229,65.32,2025-09-14
1278,2847,664,21.47,2024-03-27
1279,28,698,59.40,2024-07-16
1280,1714,1819,105.00,2025-05-18
1281,2407,823,35.36,2025-05-28
1282,1267,421,72.58,2024-09-09
1283,137,2769,22.09,2025-05-18
1284,3079,376,69.57,2025-06-29
1285,3001,1134,68.04,2025-03-13
1286,1350,1636,92.06,2025-06-23
1287,1718,2723,128.55,2025-09-10
1288,211,2967,48.76,2025-06-04
1289,4167,1394,73.63,2024-08-26
1290,1319,673,176.79,2024-10-27
1291,3970,500,76.74,2025-02-01
1292,4383,1352,144.34,2024-05-16
1293,3160,2013,26.95,2025-03-17
1294,370,786,67.03,2025-06-25
1295,2454,989,113.43,2024-09-29
1296,1747,2181,165.69,2024-07-17
1297,3800,587,61.05,2024-08-29
1298,2970,1322,130.45,2025-03-04
1299,126,2815,87.11,2025-09-01
1300,3820,2523,30.37,2024-03-03
1301,3457,2396,165.37,2024-07-24
1302,936,1895,25.34,2024-05-06
1303,104,1530,57.73,2024-12-05
1304,3613,677,68.28,2024-05-13
1305,4428,1525,147.07,2025-07-03
1306,4780,1696,77.93,2025-09-18
1307,502,2750,43.38,2025-03-11
1308,120,2292,92.91,2025-08-19
1309,3617,980,66.64,2024-12-08
1310,4885,1569,133.65,2024-06-06
1311,439,846,100.28,2025-04-17
1312,669,2410,31.27,2024-09-20
1313,1256,1600,77.25,2024-12-18
1314,1497,869,58.80,2025-07-10
1315,1638,2975,46.00,2024-03-05
1316,4948,29,128.08,2025-12-10
1317,2457,613,27.40,2024-10-10
1318,1389,2206,76.41,2024-07-15
1319,2809,2252,62.63,2024-11-12
1320,3220,2192,39.94,2024-04-19
1321,4581,565,45.26,2024-09-30
1322,4502,393,50.64,2024-05-10
1323,622,720,48.48,2025-04-19
1324,4846,2504,79.33,2025-03-26
1325,3854,1199,13.51,2024-04-28
1326,341,2488,178.89,2024-05-13
1327,4686,705,22.24,2024-05-08
1328,933,2947,14.35,2024-11-20
1329,464,1086,72.05,2025-07-21
1330,4306,1411,25.51,2025-09-27
1331,2653,1190,56.98,2024-11-15
1332,656,587,80.21,2024-08-21
1333,111,2948,77.76,2025-09-19
1334,1319,673,182.51,2024-11-05
1335,4625,2203,93.02,2025-08-12
1336,730,2831,83.35,2025-10-13
1337,707,830,185.00,2024-09-18
1338,522,1167,52.12,2024-08-24
1339,3156,1129,124.51,2025-10-13
1340,1531,1301,136.86,2024-11-05
1341,4662,528,226.39,2024-03-14
1342,4099,315,56.69,2024-03-19
1343,2395,1424,50.93,2025-04-13
1344,4908,2816,162.98,2024-06-10
1345,4038,1248,40.27,2025-08-04
1346,3554,1987,142.07,2024-01-29
1347,3907,1216,44.20,2024-12-19
1348,4207,2000,185.96,2024-04-02
1349,3207,1863,96.96,2025-09-07
1350,3376,2493,23.62,2025-04-25
1351,1371,183,123.51,2025-06-12
1352,3402,722,112.36,2024-01-16
1353,4593,787,171.34,2024-02-28
1354,289,838,55.20,2024-10-30
1355,1221,191,167.37,2024-01-29
1356,2296,646,170.29,2025-02-20
1357,775,2924,136.30,2025-05-23
1358,2310,2853,138.74,2025-01-25
1359,4604,2840,27.45,2024-12-29
1360,384,2303,35.91,2025-06-21
1361,4712,2699,47.29,2024-08-31
1362,2577,665,108.39,2025-11-23
1363,669,2410,108.26,2024-09-23
1364,3567,2449,169.01,2025-03-28
1365,1564,967,16.41,2024-11-01
1366,4683,990,81.22,2024-10-08
1367,2547,743,101.98,2025-09-01
1368,175,576,28.33,2024-01-20
1369,1319,673,207.49,2024-10-30
1370,649,2892,231.04,2025-08-30
1371,4090,1394,56.61,2024-08-24
1372,1675,1826,158.04,2024-11-14
1373,1479,582,97.06,2024-02-13
1374,2289,240,56.03,2025-05-01
1375,3347,733,21.25,2025-04-29
1376,3203,2278,86.75,2024-10-14
1377,4584,1313,33.18,2025-07-05
1378,2320,1412,68.48,2024-01-20
1379,1312,1959,102.66,2025-04-29
1380,4177,2670,78.87,2024-11-09
1381,430,928,214.53,2025-06-24
1382,582,2482,79.01,2025-10-30
1383,4848,1622,257.94,2025-12-04
1384,2094,374,193.16,2025-01-26
1385,2436,603,240.33,2025-05-06
1386,3907,2845,143.40,2025-08-01
1387,2169,1763,47.24,2024-06-25
1388,2529,1095,56.48,2024-09-03
1389,969,2022,68.74,2025-06-10
1390,2966,1405,33.58,2024-02-15
1391,3421,1930,54.67,2024-04-15
1392,4581,565,79.77,2024-10-09
1393,2056,2174,82.50,2024-03-14
1394,3088,1021,126.74,2025-04-10
1395,4935,2769,71.10,2025-05-18
1396,3105,1523,74.71,2025-08-09
1397,4292,2205,225.96,2024-05-29
1398,1266,1937,237.54,2025-07-20
1399,4782,740,56.43,2025-02-13
1400,4105,1172,54.98,2024-04-25
1401,3210,221,120.58,2024-08-17
1402,4287,865,50.55,2025-09-24
1403,710,2678,142.09,2025-02-08
1404,4114,1898,111.21,2024-08-07
1405,2735,1881,78.87,2025-10-21
1406,1675,1826,22.95,2024-11-17
1407,1925,805,78.27,2024-09-14
1408,1252,1593,36.67,2025-07-21
1409,2920,2149,27.83,2025-11-17
1410,3133,695,55.32,2024-02-15
1411,1259,2291,78.75,2024-04-25
1412,3334,1051,53.32,2025-09-10
1413,1564,2532,69.64,2025-07-22
1414,4666,1609,103.36,2025-07-15
1415,2921,925,31.57,2024-07-11
1416,1182,286,82.62,2025-11-08
1417,1437,2025,98.26,2024-12-25
1418,3458,18,51.53,2024-07-15
1419,3628,1663,44.01,2025-05-23
1420,449,1145,123.18,2024-08-14
1421,1263,1559,56.20,2025-05-27
1422,1989,1463,181.74,2025-09-13
1423,1109,274,200.77,2025-02-08
1424,1034,889,46.00,2025-01-27
1425,2615,1391,150.56,2024-06-20
1426,1093,1675,31.04,2025-02-14
1427,2196,211,30.35,2024-03-08
1428,3655,1760,46.00,2025-03-12
1429,3368,1447,138.60,2024-09-24
1430,404,1999,47.26,2024-08-11
1431,1258,1515,288.26,2024-10-15
1432,3973,2131,127.93,2024-05-30
1433,1909,1521,149.37,2025-10-01
1434,2788,1675,179.27,2025-02-16
1435,1084,2873,67.69,2024-09-19
1436,3470,2329,229.89,2025-12-04
1437,1726,2533,104.23,2024-10-10
1438,1012,945,191.69,2024-08-19
1439,1705,1962,98.33,2024-02-05
1440,2952,639,43.27,2024-06-26
1441,4722,731,140.45,2025-02-27
1442,4031,321,46.58,2025-03-16
1443,387,2590,44.37,2024-04-14
1444,2876,698,33.51,2024-07-15
1445,4194,2187,93.81,2025-10-24
1446,152,1855,40.20,2025-03-29
1447,4244,1351,82.36,2024-09-17
1448,883,2069,110.66,2025-10-05
1449,2830,1954,74.93,2024-10-31
1450,3830,171,58.85,2024-09-01
1451,2623,742,83.10,2025-02-02
1452,297,1821,41.92,2025-11-28
1453,271,1482,78.44,2024-06-03
1454,1217,1021,76.96,2025-04-07
1455,1711,1039,33.81,2024-12-14
1456,4983,1975,92.25,2024-10-05
1457,1262,1352,48.38,2024-05-22
1458,4351,2876,171.10,2024-09-01
1459,2444,448,69.36,2025-09-25
1460,786,1126,30.04,2025-09-05
1461,3229,624,26.69,2024-07-13
1462,2416,906,132.52,2025-03-05
1463,4213,350,165.04,2024-10-28
1464,3645,239,68.09,2024-12-01
1465,4986,1675,57.64,2025-02-18
1466,3532,2565,129.41,2025-05-15
1467,1418,370,35.98,2025-10-14
1468,2933,1902,133.47,2024-11-15
1469,449,1145,128.84,2024-08-18
1470,3681,1894,81.02,2025-08-12
1471,2137,933,34.29,2024-11-27
1472,3532,1209,98.34,2024-07-12
1473,2760,2444,55.07,2024-09-08
1474,4214,2483,215.76,2025-08-30
1475,3941,1183,70.26,2024-09-21
1476,2965,1969,86.78,2024-10-29
1477,3168,112,95.45,2024-05-31
1478,352,672,83.04,2025-10-01
1479,2424,1448,100.32,2024-05-31
1480,1371,463,150.08,2025-04-17
1481,4499,1523,24.78,2025-08-04
1482,3121,2624,143.56,2024-04-27
