id_campanha,nome_campanha,canal,data_inicio,data_fim
404,Fidelidade 2024-04 #0404,Email,2024-04-25,2024-05-05
405,Boas-vindas 2025-08 #0405,Email,2025-08-14,2025-08-26
406,Black Friday 2025-05 #0406,Email,2025-05-30,2025-06-02
407,Black Friday 2024-11 #0407,Email,2024-11-04,2024-11-09
408,Reativação 2024-01 #0408,SMS,2024-01-16,2024-01-20
409,Black Friday 2024-05 #0409,Email,2024-05-30,2024-06-04
410,Lançamento 2025-01 #0410,Email,2025-01-21,2025-02-10
411,Sazonal 2025-02 #0411,Email,2025-02-01,2025-02-11
412,Sazonal 2024-08 #0412,SMS,2024-08-24,2024-09-06
413,Reativação 2024-08 #0413,Email,2024-08-26,2024-08-31
414,Reativação 2024-01 #0414,Email,2024-01-04,2024-01-10
415,Lançamento 2024-10 #0415,Email,2024-10-09,2024-10-16
416,Fidelidade 2025-05 #0416,SMS,2025-05-17,2025-06-07
417,Black Friday 2025-03 #0417,Email,2025-03-10,2025-03-20
418,Reativação 2025-07 #0418,Email,2025-07-19,2025-07-25
419,Fidelidade 2024-05 #0419,SMS,2024-05-20,2024-06-06
420,Reativação 2025-05 #0420,SMS,2025-05-19,2025-05-26
421,Fidelidade 2024-08 #0421,Email,2024-08-27,2024-09-17
422,Fidelidade 2025-05 #0422,Email,2025-05-24,2025-06-07
423,Boas-vindas 2024-09 #0423,Email,2024-09-22,2024-09-26
424,Fidelidade 2025-11 #0424,Email,2025-11-18,2025-11-28
425,Black Friday 2025-01 #0425,Email,2025-01-27,2025-02-08
426,Sazonal 2025-03 #0426,SMS,2025-03-21,2025-04-04
427,Lançamento 2024-10 #0427,SMS,2024-10-13,2024-10-30
428,Black Friday 2024-05 #0428,Email,2024-05-24,2024-06-10
429,Black Friday 2024-04 #0429,Email,2024-04-14,2024-04-18
430,Lançamento 2025-05 #0430,Email,2025-05-27,2025-06-11
431,Sazonal 2024-09 #0431,Email,2024-09-26,2024-10-06
432,Sazonal 2025-05 #0432,Email,2025-05-07,2025-05-16
433,Lançamento 2024-04 #0433,Email,2024-04-10,2024-04-20
434,Black Friday 2025-06 #0434,SMS,2025-06-26,2025-07-13
435,Black Friday 2024-10 #0435,SMS,2024-10-30,2024-11-18
436,Sazonal 2024-11 #0436,Email,2024-11-28,2024-12-06
437,Black Friday 2025-01 #0437,Email,2025-01-27,2025-02-04
438,Reativação 2024-12 #0438,SMS,2024-12-06,2024-12-21
439,Lançamento 2025-06 #0439,Push,2025-06-24,2025-07-11
440,Fidelidade 2024-07 #0440,Email,2024-07-09,2024-07-21
441,Lançamento 2024-02 #0441,Email,2024-02-16,2024-02-27
442,Black Friday 2024-05 #0442,Email,2024-05-19,2024-06-03
443,Boas-vindas 2025-11 #0443,Email,2025-11-30,2025-12-05
444,Reativação 2024-07 #0444,Email,2024-07-30,2024-08-19
445,Lançamento 2025-02 #0445,Email,2025-02-14,2025-02-21
446,Fidelidade 2025-01 #0446,Email,2025-01-01,2025-01-20
447,Sazonal 2025-03 #0447,Email,2025-03-17,2025-04-04
448,Black Friday 2025-09 #0448,Email,2025-09-13,2025-09-16
449,Fidelidade 2024-09 #0449,Push,2024-09-26,2024-10-15
450,Fidelidade 2025-02 #0450,Email,2025-02-06,2025-02-14
451,Sazonal 2024-02 #0451,Email,2024-02-28,2024-03-13
452,Reativação 2024-08 #0452,Email,2024-08-28,2024-08-31
453,Fidelidade 2025-06 #0453,SMS,2025-06-21,2025-07-09
454,Fidelidade 2024-07 #0454,Email,2024-07-23,2024-07-28
455,Fidelidade 2024-12 #0455,SMS,2024-12-01,2024-12-17
456,Black Friday 2024-09 #0456,Email,2024-09-20,2024-10-03
457,Lançamento 2025-02 #0457,Email,2025-02-25,2025-03-15
458,Fidelidade 2025-05 #0458,SMS,2025-05-27,2025-06-14
459,Reativação 2024-12 #0459,Email,2024-12-13,2024-12-29
460,Fidelidade 2024-03 #0460,Email,2024-03-19,2024-03-22
461,Fidelidade 2024-09 #0461,Email,2024-09-04,2024-09-12
462,Boas-vindas 2025-05 #0462,SMS,2025-05-03,2025-05-10
463,Sazonal 2025-04 #0463,Email,2025-04-11,2025-04-15
464,Boas-vindas 2024-06 #0464,Push,2024-06-29,2024-07-06
465,Black Friday 2025-05 #0465,Email,2025-05-08,2025-05-13
466,Reativação 2025-04 #0466,Email,2025-04-20,2025-05-08
467,Fidelidade 2025-03 #0467,Email,2025-03-12,2025-03-30
468,Lançamento 2024-04 #0468,Email,2024-04-19,2024-05-01
469,Fidelidade 2024-06 #0469,SMS,2024-06-10,2024-06-24
470,Reativação 2024-04 #0470,Email,2024-04-26,2024-05-16
471,Fidelidade 2025-02 #0471,Email,2025-02-17,2025-02-21
472,Boas-vindas 2025-01 #0472,Push,2025-01-18,2025-02-03
473,Black Friday 2025-08 #0473,Email,2025-08-15,2025-08-23
474,Black Friday 2024-07 #0474,SMS,2024-07-10,2024-07-26
475,Fidelidade 2025-08 #0475,Email,2025-08-05,2025-08-16
476,Sazonal 2024-07 #0476,Email,2024-07-07,2024-07-25
477,Black Friday 2024-03 #0477,Email,2024-03-20,2024-03-23
478,Lançamento 2024-03 #0478,Email,2024-03-14,2024-03-17
479,Black Friday 2024-08 #0479,Email,2024-08-09,2024-08-18
480,Black Friday 2025-04 #0480,SMS,2025-04-01,2025-04-04
481,Reativação 2024-02 #0481,Email,2024-02-03,2024-02-12
482,Lançamento 2024-07 #0482,SMS,2024-07-08,2024-07-16
483,Reativação 2024-09 #0483,Email,2024-09-16,2024-09-26
484,Lançamento 2024-04 #0484,Email,2024-04-25,2024-05-06
485,Lançamento 2025-03 #0485,Push,2025-03-30,2025-04-19
486,Fidelidade 2024-01 #0486,Email,2024-01-06,2024-01-27
487,Sazonal 2024-02 #0487,Email,2024-02-03,2024-02-16
488,Black Friday 2024-09 #0488,Email,2024-09-23,2024-10-07
489,Sazonal 2025-09 #0489,Email,2025-09-22,2025-10-12
490,Black Friday 2024-11 #0490,Email,2024-11-28,2024-12-08
491,Boas-vindas 2025-09 #0491,Email,2025-09-11,2025-09-19
492,Boas-vindas 2025-05 #0492,Email,2025-05-20,2025-05-25
493,Fidelidade 2024-06 #0493,Email,2024-06-12,2024-06-27
494,Reativação 2024-08 #0494,Email,2024-08-15,2024-08-27
495,Lançamento 2025-07 #0495,Email,2025-07-30,2025-08-15
496,Lançamento 2025-03 #0496,Email,2025-03-05,2025-03-18
497,Lançamento 2024-06 #0497,SMS,2024-06-24,2024-07-14
498,Reativação 2025-10 #0498,Email,2025-10-21,2025-10-30
499,Lançamento 2025-08 #0499,Email,2025-08-25,2025-09-15
500,Black Friday 2025-01 #0500,Email,2025-01-17,2025-01-20
501,Fidelidade 2025-06 #0501,Email,2025-06-01,2025-06-04
502,Sazonal 2025-03 #0502,Email,2025-03-04,2025-03-18
503,Black Friday 2025-02 #0503,Email,2025-02-26,2025-03-18
504,Sazonal 2024-01 #0504,Email,2024-01-11,2024-01-17
505,Boas-vindas 2025-08 #0505,Email,2025-08-01,2025-08-09
506,Black Friday 2024-07 #0506,Push,2024-07-09,2024-07-21
507,Fidelidade 2024-08 #0507,Email,2024-08-31,2024-09-11
508,Fidelidade 2025-07 #0508,Push,2025-07-09,2025-07-30
509,Boas-vindas 2024-08 #0509,SMS,2024-08-18,2024-09-01
510,Boas-vindas 2024-07 #0510,Email,2024-07-16,2024-07-19
511,Boas-vindas 2024-06 #0511,Email,2024-06-20,2024-06-24
512,Reativação 2024-06 #0512,Push,2024-06-06,2024-06-19
513,Black Friday 2024-12 #0513,Email,2024-12-18,2024-12-28
514,Reativação 2024-12 #0514,Email,2024-12-11,2024-12-15
515,Lançamento 2024-08 #0515,Email,2024-08-19,2024-09-08
516,Reativação 2025-07 #0516,Email,2025-07-27,2025-08-05
517,Boas-vindas 2025-09 #0517,SMS,2025-09-30,2025-10-10
518,Boas-vindas 2024-07 #0518,Email,2024-07-16,2024-07-26
519,Boas-vindas 2025-02 #0519,Email,2025-02-07,2025-02-14
520,Fidelidade 2024-01 #0520,Email,2024-01-08,2024-01-29
521,Sazonal 2025-07 #0521,Email,2025-07-05,2025-07-12
522,Reativação 2024-10 #0522,Email,2024-10-02,2024-10-23
523,Lançamento 2024-02 #0523,SMS,2024-02-28,2024-03-14
524,Fidelidade 2024-11 #0524,Email,2024-11-16,2024-11-23
525,Black Friday 2024-02 #0525,Email,2024-02-27,2024-03-16
526,Boas-vindas 2025-02 #0526,Email,2025-02-15,2025-03-04
527,Fidelidade 2024-11 #0527,Email,2024-11-12,2024-11-20
528,Black Friday 2024-03 #0528,Email,2024-03-08,2024-03-19
529,Black Friday 2025-10 #0529,Email,2025-10-18,2025-11-04
530,Fidelidade 2024-12 #0530,Push,2024-12-16,2024-12-22
531,Boas-vindas 2025-08 #0531,Email,2025-08-23,2025-09-09
532,Sazonal 2024-03 #0532,Email,2024-03-18,2024-04-05
533,Boas-vindas 2025-01 #0533,Email,2025-01-16,2025-01-23
534,Reativação 2025-03 #0534,Email,2025-03-09,2025-03-16
535,Fidelidade 2025-11 #0535,Email,2025-11-14,2025-11-29
536,Lançamento 2024-09 #0536,Email,2024-09-14,2024-09-21
537,Fidelidade 2024-01 #0537,Email,2024-01-27,2024-02-13
538,Black Friday 2024-08 #0538,Email,2024-08-22,2024-09-12
539,Sazonal 2024-06 #0539,Email,2024-06-11,2024-07-01
540,Reativação 2024-10 #0540,SMS,2024-10-02,2024-10-13
541,Boas-vindas 2024-03 #0541,Email,2024-03-03,2024-03-09
542,Reativação 2024-03 #0542,Email,2024-03-05,2024-03-18
543,Black Friday 2024-12 #0543,Email,2024-12-29,2025-01-09
544,Sazonal 2024-08 #0544,SMS,2024-08-02,2024-08-08
545,Sazonal 2025-08 #0545,Email,2025-08-18,2025-08-28
546,Black Friday 2025-11 #0546,Email,2025-11-13,2025-11-30
547,Fidelidade 2025-05 #0547,Email,2025-05-11,2025-05-18
548,Lançamento 2024-09 #0548,Email,2024-09-24,2024-10-01
549,Sazonal 2025-01 #0549,Email,2025-01-18,2025-01-25
550,Black Friday 2024-06 #0550,Email,2024-06-06,2024-06-16
551,Sazonal 2024-09 #0551,SMS,2024-09-17,2024-09-30
552,Black Friday 2025-07 #0552,Email,2025-07-06,2025-07-09
553,Fidelidade 2024-11 #0553,Email,2024-11-05,2024-11-09
554,Lançamento 2025-03 #0554,Email,2025-03-17,2025-04-07
555,Boas-vindas 2024-07 #0555,SMS,2024-07-22,2024-07-30
556,Fidelidade 2025-08 #0556,Push,2025-08-26,2025-09-11
557,Black Friday 2024-12 #0557,Email,2024-12-28,2025-01-01
558,Reativação 2024-06 #0558,Email,2024-06-18,2024-07-08
559,Reativação 2025-11 #0559,Push,2025-11-12,2025-11-23
560,Fidelidade 2024-02 #0560,Email,2024-02-28,2024-03-18
561,Sazonal 2025-01 #0561,Email,2025-01-02,2025-01-11
562,Boas-vindas 2025-07 #0562,Push,2025-07-08,2025-07-21
563,Sazonal 2025-03 #0563,SMS,2025-03-23,2025-03-30
564,Boas-vindas 2025-02 #0564,Email,2025-02-18,2025-03-09
565,Lançamento 2024-09 #0565,Email,2024-09-29,2024-10-20
566,Reativação 2024-06 #0566,Email,2024-06-21,2024-06-30
567,Reativação 2025-10 #0567,Email,2025-10-14,2025-10-19
568,Lançamento 2025-08 #0568,Email,2025-08-22,2025-08-30
569,Boas-vindas 2024-06 #0569,SMS,2024-06-25,2024-06-28
570,Fidelidade 2024-04 #0570,Email,2024-04-18,2024-05-03
571,Reativação 2024-06 #0571,Email,2024-06-21,2024-07-11
572,Boas-vindas 2025-02 #0572,Email,2025-02-25,2025-03-08
573,Sazonal 2024-07 #0573,Email,2024-07-03,2024-07-11
574,Boas-vindas 2024-06 #0574,Push,2024-06-15,2024-06-20
575,Fidelidade 2024-10 #0575,Email,2024-10-21,2024-10-24
576,Fidelidade 2024-01 #0576,Email,2024-01-14,2024-01-30
577,Boas-vindas 2025-02 #0577,SMS,2025-02-07,2025-02-24
578,Boas-vindas 2024-02 #0578,Email,2024-02-10,2024-02-13
579,Reativação 2024-09 #0579,SMS,2024-09-25,2024-09-29
580,Reativação 2025-08 #0580,Email,2025-08-17,2025-08-25
581,Lançamento 2024-03 #0581,SMS,2024-03-09,2024-03-13
582,Sazonal 2024-01 #0582,Email,2024-01-20,2024-01-25
583,Sazonal 2024-02 #0583,SMS,2024-02-21,2024-03-13
584,Boas-vindas 2024-08 #0584,Email,2024-08-12,2024-08-21
585,Fidelidade 2025-07 #0585,Email,2025-07-05,2025-07-13
586,Lançamento 2024-11 #0586,Email,2024-11-01,2024-11-22
587,Lançamento 2024-08 #0587,SMS,2024-08-15,2024-08-19
588,Black Friday 2025-03 #0588,Push,2025-03-05,2025-03-12
589,Lançamento 2025-04 #0589,Email,2025-04-17,2025-04-30
590,Reativação 2025-02 #0590,Email,2025-02-13,2025-03-01
591,Lançamento 2024-02 #0591,Push,2024-02-26,2024-03-04
592,Reativação 2025-02 #0592,Email,2025-02-04,2025-02-23
593,Black Friday 2024-12 #0593,Email,2024-12-28,2025-01-10
594,Lançamento 2024-08 #0594,Email,2024-08-21,2024-09-01
595,Black Friday 2025-03 #0595,Email,2025-03-09,2025-03-25
596,Boas-vindas 2025-11 #0596,SMS,2025-11-05,2025-11-11
597,Boas-vindas 2024-07 #0597,SMS,2024-07-29,2024-08-04
598,Sazonal 2024-01 #0598,Push,2024-01-13,2024-01-24
599,Sazonal 2024-10 #0599,Email,2024-10-16,2024-11-01
600,Boas-vindas 2024-11 #0600,Push,2024-11-02,2024-11-08
601,Reativação 2025-02 #0601,Email,2025-02-02,2025-02-14
602,Sazonal 2024-04 #0602,Email,2024-04-29,2024-05-07
603,Lançamento 2025-04 #0603,Email,2025-04-20,2025-05-05
604,Reativação 2025-06 #0604,Email,2025-06-19,2025-07-05
605,Lançamento 2024-02 #0605,SMS,2024-02-02,2024-02-11
606,Fidelidade 2024-09 #0606,Email,2024-09-14,2024-09-18
607,Lançamento 2024-10 #0607,SMS,2024-10-11,2024-10-29
608,Reativação 2024-12 #0608,Email,2024-12-01,2024-12-21
609,Black Friday 2025-03 #0609,Push,2025-03-27,2025-04-14
610,Fidelidade 2025-09 #0610,Email,2025-09-26,2025-10-04
611,Sazonal 2024-11 #0611,Email,2024-11-02,2024-11-10
612,Fidelidade 2024-10 #0612,Email,2024-10-20,2024-11-01
613,Reativação 2024-09 #0613,Email,2024-09-30,2024-10-18
614,Boas-vindas 2024-06 #0614,Email,2024-06-21,2024-07-07
615,Boas-vindas 2024-12 #0615,Email,2024-12-09,2024-12-24
616,Reativação 2025-08 #0616,Email,2025-08-09,2025-08-12
617,Reativação 2024-06 #0617,SMS,2024-06-18,2024-07-08
618,Sazonal 2025-01 #0618,Email,2025-01-13,2025-01-20
619,Fidelidade 2025-03 #0619,Email,2025-03-04,2025-03-15
620,Boas-vindas 2025-04 #0620,Email,2025-04-23,2025-05-09
621,Black Friday 2024-09 #0621,Email,2024-09-29,2024-10-02
622,Reativação 2025-09 #0622,Email,2025-09-01,2025-09-14
623,Reativação 2025-10 #0623,Email,2025-10-02,2025-10-13
624,Black Friday 2024-06 #0624,Email,2024-06-27,2024-07-08
625,Reativação 2024-08 #0625,SMS,2024-08-28,2024-08-31
626,Fidelidade 2024-02 #0626,SMS,2024-02-03,2024-02-21
627,Black Friday 2025-06 #0627,Email,2025-06-30,2025-07-16
628,Reativação 2024-02 #0628,Email,2024-02-21,2024-03-08
629,Reativação 2024-04 #0629,Email,2024-04-06,2024-04-25
630,Reativação 2025-06 #0630,Email,2025-06-19,2025-07-06
631,Lançamento 2024-02 #0631,Email,2024-02-22,2024-02-27
632,Lançamento 2025-07 #0632,SMS,2025-07-09,2025-07-23
633,Reativação 2025-03 #0633,SMS,2025-03-01,2025-03-18
634,Sazonal 2024-05 #0634,SMS,2024-05-14,2024-05-24
635,Fidelidade 2025-02 #0635,Push,2025-02-17,2025-02-22
636,Sazonal 2025-01 #0636,Email,2025-01-11,2025-01-16
637,Reativação 2025-06 #0637,SMS,2025-06-15,2025-07-06
638,Black Friday 2024-02 #0638,Email,2024-02-04,2024-02-22
639,Fidelidade 2024-06 #0639,SMS,2024-06-19,2024-06-22
640,Reativação 2025-06 #0640,Email,2025-06-13,2025-06-30
641,Fidelidade 2025-10 #0641,Email,2025-10-27,2025-11-08
642,Reativação 2024-08 #0642,Email,2024-08-29,2024-09-14
643,Reativação 2024-02 #0643,SMS,2024-02-04,2024-02-14
644,Lançamento 2024-09 #0644,Email,2024-09-10,2024-09-26
645,Fidelidade 2025-08 #0645,Email,2025-08-29,2025-09-01
646,Lançamento 2025-02 #0646,Email,2025-02-09,2025-02-18
647,Lançamento 2024-01 #0647,Email,2024-01-23,2024-01-29
648,Boas-vindas 2025-07 #0648,Email,2025-07-15,2025-07-23
649,Lançamento 2025-03 #0649,SMS,2025-03-06,2025-03-24
650,Sazonal 2025-08 #0650,Email,2025-08-11,2025-08-16
651,Black Friday 2025-09 #0651,SMS,2025-09-21,2025-10-08
652,Sazonal 2025-06 #0652,Email,2025-06-04,2025-06-17
653,Fidelidade 2024-08 #0653,SMS,2024-08-11,2024-08-15
654,Lançamento 2025-01 #0654,SMS,2025-01-31,2025-02-21
655,Boas-vindas 2025-02 #0655,Email,2025-02-28,2025-03-08
656,Sazonal 2025-06 #0656,Email,2025-06-11,2025-06-30
657,Lançamento 2025-05 #0657,Email,2025-05-08,2025-05-21
658,Reativação 2025-10 #0658,SMS,2025-10-14,2025-10-26
659,Boas-vindas 2025-08 #0659,Email,2025-08-07,2025-08-13
660,Black Friday 2025-04 #0660,Email,2025-04-11,2025-05-01
661,Sazonal 2025-03 #0661,SMS,2025-03-08,2025-03-28
662,Sazonal 2025-02 #0662,Email,2025-02-15,2025-02-18
663,Lançamento 2025-02 #0663,Email,2025-02-20,2025-02-24
664,Lançamento 2024-03 #0664,SMS,2024-03-12,2024-04-02
665,Black Friday 2025-11 #0665,Email,2025-11-23,2025-12-14
666,Boas-vindas 2025-08 #0666,SMS,2025-08-18,2025-09-06
667,Black Friday 2025-09 #0667,Email,2025-09-22,2025-10-13
668,Boas-vindas 2025-07 #0668,Email,2025-07-03,2025-07-23
669,Lançamento 2024-06 #0669,Email,2024-06-06,2024-06-15
670,Lançamento 2024-08 #0670,Email,2024-08-26,2024-08-29
671,Lançamento 2025-06 #0671,SMS,2025-06-30,2025-07-12
672,Reativação 2025-09 #0672,Email,2025-09-17,2025-10-08
673,Boas-vindas 2024-10 #0673,Email,2024-10-25,2024-11-15
674,Sazonal 2025-07 #0674,Push,2025-07-02,2025-07-12
675,Sazonal 2024-03 #0675,SMS,2024-03-30,2024-04-12
676,Sazonal 2024-11 #0676,Push,2024-11-05,2024-11-08
677,Reativação 2024-04 #0677,Email,2024-04-25,2024-05-16
678,Lançamento 2025-09 #0678,Email,2025-09-17,2025-10-02
679,Boas-vindas 2025-09 #0679,Email,2025-09-05,2025-09-18
680,Lançamento 2025-07 #0680,Email,2025-07-05,2025-07-19
681,Fidelidade 2024-09 #0681,Email,2024-09-21,2024-10-02
682,Fidelidade 2024-08 #0682,Push,2024-08-25,2024-09-05
683,Boas-vindas 2025-11 #0683,SMS,2025-11-05,2025-11-12
684,Sazonal 2025-11 #0684,Email,2025-11-25,2025-12-15
685,Lançamento 2024-04 #0685,Email,2024-04-24,2024-04-27
686,Sazonal 2025-01 #0686,Email,2025-01-30,2025-02-10
687,Boas-vindas 2025-11 #0687,Email,2025-11-10,2025-11-23
688,Fidelidade 2025-10 #0688,Email,2025-10-22,2025-10-26
689,Lançamento 2024-04 #0689,Email,2024-04-15,2024-04-26
690,Sazonal 2025-08 #0690,Email,2025-08-17,2025-09-05
691,Reativação 2024-04 #0691,Email,2024-04-05,2024-04-22
692,Black Friday 2024-02 #0692,Email,2024-02-17,2024-02-24
693,Sazonal 2025-02 #0693,Email,2025-02-26,2025-03-15
694,Boas-vindas 2024-02 #0694,Email,2024-02-19,2024-03-10
695,Fidelidade 2024-02 #0695,Email,2024-02-02,2024-02-07
696,Boas-vindas 2025-04 #0696,Email,2025-04-10,2025-04-29
697,Fidelidade 2024-06 #0697,Push,2024-06-18,2024-07-08
698,Sazonal 2024-06 #0698,SMS,2024-06-27,2024-07-09
699,Fidelidade 2024-11 #0699,Email,2024-11-02,2024-11-05
700,Black Friday 2025-11 #0700,Email,2025-11-07,2025-11-26
701,Sazonal 2025-06 #0701,Email,2025-06-03,2025-06-16
702,Boas-vindas 2025-08 #0702,Email,2025-08-01,2025-08-18
703,Reativação 2025-10 #0703,Email,2025-10-08,2025-10-24
704,Black Friday 2025-07 #0704,Email,2025-07-06,2025-07-27
705,Sazonal 2024-04 #0705,Email,2024-04-25,2024-05-10
706,Boas-vindas 2024-04 #0706,SMS,2024-04-22,2024-05-07
707,Boas-vindas 2025-02 #0707,Email,2025-02-05,2025-02-09
708,Boas-vindas 2025-06 #0708,SMS,2025-06-27,2025-07-07
709,Black Friday 2025-10 #0709,Email,2025-10-01,2025-10-09
710,Boas-vindas 2025-03 #0710,Email,2025-03-07,2025-03-18
711,Reativação 2024-10 #0711,Email,2024-10-14,2024-10-29
712,Sazonal 2025-10 #0712,Email,2025-10-07,2025-10-18
713,Fidelidade 2024-12 #0713,Email,2024-12-08,2024-12-26
714,Black Friday 2024-01 #0714,Email,2024-01-07,2024-01-19
715,Sazonal 2025-11 #0715,Email,2025-11-08,2025-11-16
716,Reativação 2025-11 #0716,Email,2025-11-04,2025-11-07
717,Black Friday 2025-08 #0717,Push,2025-08-22,2025-08-29
718,Lançamento 2024-08 #0718,Email,2024-08-16,2024-08-19
719,Fidelidade 2024-07 #0719,Push,2024-07-06,2024-07-27
720,Lançamento 2025-04 #0720,SMS,2025-04-07,2025-04-11
721,Fidelidade 2024-09 #0721,Email,2024-09-12,2024-09-29
722,Boas-vindas 2024-01 #0722,Push,2024-01-01,2024-01-13
723,Lançamento 2024-09 #0723,Email,2024-09-05,2024-09-17
724,Reativação 2024-02 #0724,Email,2024-02-13,2024-02-29
725,Fidelidade 2024-09 #0725,SMS,2024-09-18,2024-10-08
726,Reativação 2025-03 #0726,SMS,2025-03-26,2025-04-06
727,Black Friday 2025-11 #0727,Push,2025-11-26,2025-12-11
728,Fidelidade 2024-10 #0728,Email,2024-10-05,2024-10-11
729,Sazonal 2024-12 #0729,Email,2024-12-26,2025-01-13
730,Fidelidade 2024-09 #0730,Email,2024-09-11,2024-09-26
731,Boas-vindas 2025-02 #0731,Push,2025-02-24,2025-03-03
732,Lançamento 2024-08 #0732,Email,2024-08-24,2024-09-08
733,Fidelidade 2025-04 #0733,SMS,2025-04-19,2025-05-08
734,Reativação 2025-02 #0734,Email,2025-02-21,2025-02-28
735,Fidelidade 2025-01 #0735,Email,2025-01-16,2025-02-03
736,Boas-vindas 2025-11 #0736,Email,2025-11-13,2025-11-17
737,Boas-vindas 2024-09 #0737,Email,2024-09-19,2024-10-04
738,Boas-vindas 2024-07 #0738,Push,2024-07-07,2024-07-28
739,Boas-vindas 2025-09 #0739,Email,2025-09-26,2025-10-12
740,Black Friday 2025-02 #0740,Push,2025-02-11,2025-03-04
741,Lançamento 2025-08 #0741,Email,2025-08-20,2025-09-03
742,Fidelidade 2025-01 #0742,Push,2025-01-21,2025-01-28
743,Sazonal 2025-08 #0743,Email,2025-08-25,2025-09-14
744,Boas-vindas 2024-09 #0744,Email,2024-09-10,2024-09-30
745,Lançamento 2025-05 #0745,Email,2025-05-03,2025-05-20
746,Lançamento 2025-05 #0746,Email,2025-05-22,2025-06-05
747,Black Friday 2025-03 #0747,Email,2025-03-20,2025-03-30
748,Fidelidade 2024-09 #0748,Email,2024-09-17,2024-10-06
749,Fidelidade 2024-09 #0749,SMS,2024-09-14,2024-09-20
750,Boas-vindas 2024-12 #0750,Email,2024-12-01,2024-12-10
751,Black Friday 2025-09 #0751,Email,2025-09-05,2025-09-12
752,Black Friday 2025-02 #0752,Email,2025-02-16,2025-02-21
753,Reativação 2024-10 #0753,Email,2024-10-23,2024-11-09
754,Boas-vindas 2025-02 #0754,SMS,2025-02-12,2025-02-17
755,Sazonal 2024-11 #0755,Email,2024-11-08,2024-11-18
756,Reativação 2024-02 #0756,Email,2024-02-04,2024-02-25
757,Boas-vindas 2024-03 #0757,Email,2024-03-13,2024-03-16
758,Fidelidade 2024-07 #0758,SMS,2024-07-28,2024-08-15
759,Boas-vindas 2024-11 #0759,Push,2024-11-25,2024-12-15
760,Boas-vindas 2025-04 #0760,Email,2025-04-26,2025-05-16
761,Sazonal 2025-03 #0761,Email,2025-03-21,2025-04-05
762,Boas-vindas 2024-10 #0762,Email,2024-10-31,2024-11-07
763,Black Friday 2024-10 #0763,Email,2024-10-30,2024-11-06
764,Fidelidade 2024-02 #0764,Email,2024-02-26,2024-03-10
765,Black Friday 2024-08 #0765,Email,2024-08-25,2024-09-12
766,Lançamento 2025-03 #0766,Email,2025-03-12,2025-03-18
767,Reativação 2025-09 #0767,Email,2025-09-29,2025-10-14
768,Fidelidade 2024-05 #0768,Push,2024-05-08,2024-05-28
769,Sazonal 2024-02 #0769,Push,2024-02-04,2024-02-18
770,Fidelidade 2025-02 #0770,Email,2025-02-15,2025-02-18
771,Lançamento 2024-03 #0771,Email,2024-03-28,2024-04-07
772,Black Friday 2025-10 #0772,Email,2025-10-05,2025-10-21
773,Black Friday 2025-02 #0773,Push,2025-02-22,2025-03-10
774,Reativação 2025-08 #0774,Push,2025-08-08,2025-08-15
775,Sazonal 2025-10 #0775,Email,2025-10-29,2025-11-10
776,Reativação 2024-01 #0776,Email,2024-01-07,2024-01-19
777,Reativação 2025-05 #0777,Email,2025-05-17,2025-05-25
778,Boas-vindas 2024-11 #0778,Push,2024-11-21,2024-11-30
779,Sazonal 2025-05 #0779,Email,2025-05-08,2025-05-23
780,Black Friday 2024-04 #0780,Email,2024-04-09,2024-04-27
781,Boas-vindas 2025-05 #0781,Email,2025-05-22,2025-05-27
782,Reativação 2025-05 #0782,Email,2025-05-23,2025-06-08
783,Fidelidade 2024-03 #0783,SMS,2024-03-29,2024-04-06
784,Boas-vindas 2024-02 #0784,Email,2024-02-16,2024-03-08
785,Sazonal 2025-09 #0785,Email,2025-09-03,2025-09-12
786,Lançamento 2025-06 #0786,Email,2025-06-12,2025-06-29
787,Boas-vindas 2024-02 #0787,Email,2024-02-11,2024-02-19
788,Reativação 2024-10 #0788,Email,2024-10-27,2024-11-13
789,Fidelidade 2024-10 #0789,Email,2024-10-20,2024-10-31
790,Lançamento 2025-05 #0790,Email,2025-05-20,2025-06-09
791,Boas-vindas 2025-03 #0791,SMS,2025-03-01,2025-03-14
792,Black Friday 2024-03 #0792,Email,2024-03-08,2024-03-26
793,Reativação 2025-02 #0793,Email,2025-02-27,2025-03-04
794,Sazonal 2025-04 #0794,Email,2025-04-27,2025-05-17
795,Black Friday 2024-12 #0795,Email,2024-12-31,2025-01-10
796,Boas-vindas 2025-11 #0796,SMS,2025-11-04,2025-11-25
797,Black Friday 2024-12 #0797,Email,2024-12-21,2025-01-05
798,Reativação 2024-07 #0798,Email,2024-07-16,2024-07-21
799,Reativação 2025-07 #0799,Email,2025-07-25,2025-08-08
800,Fidelidade 2024-12 #0800,Email,2024-12-20,2024-12-26
801,Lançamento 2024-11 #0801,Email,2024-11-24,2024-12-09
802,Reativação 2025-11 #0802,Email,2025-11-16,2025-11-22
803,Black Friday 2025-02 #0803,Email,2025-02-11,2025-03-01
804,Black Friday 2024-01 #0804,Email,2024-01-03,2024-01-24
805,Black Friday 2024-09 #0805,Email,2024-09-08,2024-09-21
806,Black Friday 2024-11 #0806,Email,2024-11-15,2024-11-18
807,Fidelidade 2024-09 #0807,Push,2024-09-11,2024-10-01
